"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.243851854E0,-4.406181812E0,3.782726765E0,9.052032471E0,1.075466186E1
6.263800766E0,-5.902043343E0,6.871958256E0,1.431465816E1,1.694011111E1
6.283762740E0,-1.283101654E1,7.606499672E0,2.069971085E1,2.551415003E1
6.303704348E0,-1.391375637E1,5.939794064E0,2.619190788E1,3.024714546E1
6.323644613E0,-1.058632278E1,3.005840302E0,2.604022217E1,2.827009863E1
6.343596048E0,-6.912733078E0,1.139950752E0,2.221763420E1,2.329610774E1
6.363537880E0,-6.191452026E0,7.015490532E-1,1.923128510E1,2.021555282E1
6.383487972E0,-6.634076118E0,3.670525551E-1,1.448253059E1,1.593390680E1
6.403439163E0,-6.255902767E0,5.690727234E-1,7.324040890E0,9.648924197E0
6.423390048E0,-3.735748291E0,3.673462868E-1,-2.426338196E-2,3.753844336E0
6.443348014E0,-2.316598892E-1,-3.293125629E-1,-5.250182629E0,5.265598798E0
6.463310333E0,1.341488838E0,-1.665283680E0,-8.132404327E0,8.408850229E0
6.483241708E0,1.524631977E0,-2.451120138E0,-7.920456409E0,8.430072499E0
