"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.361773667E0,3.985523584E-1,-4.949738947E-1,1.349367803E-1,6.496545802E-1
2.371755667E0,8.129535949E-1,-2.203790729E-1,2.115949470E-1,8.684658340E-1
2.381737667E0,8.600526246E-1,-1.017845294E-1,2.557712460E-1,9.030335198E-1
2.391719667E0,7.848167932E-1,-2.668293540E-1,2.734643358E-1,8.728791703E-1
2.401700667E0,9.401223493E-1,-1.841768412E-1,3.344835395E-1,1.014707041E0
2.411682667E0,6.774411562E-1,-5.402315632E-1,5.791836673E-1,1.042223768E0
2.421664667E0,1.705887160E-1,-1.589656353E0,9.247336471E-1,1.846954290E0
2.431646667E0,3.236252600E-1,-2.151600675E0,2.085699484E0,3.014010801E0
2.441628667E0,2.012000594E-1,-1.616279749E0,1.182745546E0,2.012890638E0
2.451609667E0,4.549984547E-1,-9.312054185E-1,6.583245617E-1,1.227826679E0
2.461591667E0,7.971099794E-2,-1.024727321E0,1.307753170E-1,1.036109120E0
2.471573667E0,-2.925364915E-1,-1.116902828E0,-6.760404557E-1,1.337938797E0
2.481555667E0,-4.425523639E-1,-1.007192398E0,-1.428309892E0,1.802875001E0
2.491537667E0,-6.660475641E-1,-8.242344819E-1,-1.950466250E0,2.219752336E0
2.501519667E0,-1.044381713E0,-1.085508543E0,-2.126820613E0,2.606228670E0
2.511500667E0,-1.065867307E0,-1.080083496E0,-2.302792568E0,2.757808384E0
2.521482667E0,-8.920360172E-1,-9.868869182E-1,-2.586575485E0,2.908615957E0
2.531464667E0,-7.280619639E-1,-7.203512406E-1,-2.936630745E0,3.110109365E0
2.541446667E0,-6.140728337E-1,-2.563194224E-1,-3.503570343E0,3.566201093E0
2.551428667E0,3.122994956E-1,-1.264156330E-1,-3.775643041E0,3.790645362E0
2.561409667E0,1.550090730E0,8.435193300E-3,-3.485406552E0,3.814565671E0
2.571391667E0,2.077507828E0,4.859935217E-1,-2.862321990E0,3.570030203E0
2.581373667E0,1.608852616E0,4.498632838E-1,-2.597750684E0,3.088542104E0
2.591355667E0,1.367517561E-1,-6.760575588E-1,-2.636914165E0,2.725632253E0
2.601337667E0,-2.432251677E-1,-7.132234848E-1,-2.288797842E0,2.409655947E0
2.611318667E0,-1.588843444E-1,-4.478505260E-1,-1.937528116E0,1.994951009E0
2.621300667E0,-5.106092763E-1,-3.022083709E-1,-1.989295270E0,2.075896771E0
2.631282667E0,-1.250289950E0,-3.142377014E-1,-2.045739613E0,2.418061384E0
2.641264667E0,-1.447823513E0,-3.145521355E-1,-1.799754267E0,2.331148084E0
2.651246667E0,-1.219866595E0,-2.520247887E-1,-1.502194140E0,1.951455415E0
2.661227667E0,-1.072065940E0,-2.401400305E-1,-1.291945222E0,1.695911280E0
2.671209667E0,-1.080601121E0,-1.616676190E-1,-1.077143077E0,1.534298670E0
2.681191667E0,-1.142706737E0,7.097218797E-2,-8.770121813E-1,1.442208759E0
2.691173667E0,-1.300937655E0,1.327218550E-1,-9.274976259E-1,1.603217303E0
